addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building
,17,28805,,Calle José Echegaray,terrace
,19,28805,,Calle José Echegaray,terrace
,21,28805,,Calle José Echegaray,terrace
,22,28805,,Calle José Echegaray,terrace
,20,28805,,Calle José Echegaray,terrace
,18,28805,,Calle José Echegaray,terrace
,16,28805,,Calle José Echegaray,terrace
,14,28805,,Calle José Echegaray,terrace
,12,28805,,Calle José Echegaray,terrace
,10,28805,,Calle José Echegaray,terrace
,8,28805,,Calle José Echegaray,terrace
,6,28805,,Calle José Echegaray,terrace
,4,28805,,Calle José Echegaray,terrace
,2,28805,,Calle José Echegaray,terrace
,31,28805,,Calle Brigadas Internacionales,terrace
,29,28805,,Calle Brigadas Internacionales,terrace
,27,28805,,Calle Brigadas Internacionales,terrace
,25,28805,,Calle Brigadas Internacionales,terrace
,23,28805,,Calle Brigadas Internacionales,terrace
,21,28805,,Calle Brigadas Internacionales,terrace
,19,28805,,Calle Brigadas Internacionales,terrace
,17,28805,,Calle Brigadas Internacionales,terrace
,15,28805,,Calle Brigadas Internacionales,terrace
,13,28805,,Calle Brigadas Internacionales,terrace
,11,28805,,Calle Brigadas Internacionales,terrace
,3,28805,,Calle José Varela,terrace
,5,28805,,Calle José Varela,terrace
,7,28805,,Calle José Varela,terrace
,9,28805,,Calle José Varela,terrace
,11,28805,,Calle José Varela,terrace
,13,28805,,Calle José Varela,terrace
,15,28805,,Calle José Varela,terrace
,17,28805,,Calle José Varela,terrace
,19,28805,,Calle José Varela,terrace
,21,28805,,Calle José Varela,terrace
,23,28805,,Calle José Varela,terrace
,1,28805,,Calle José Varela,terrace
,34,28805,,Calle de José Ortega y Gasset,terrace
,32,28805,,Calle de José Ortega y Gasset,terrace
,30,28805,,Calle de José Ortega y Gasset,terrace
,28,28805,,Calle de José Ortega y Gasset,terrace
,26,28805,,Calle de José Ortega y Gasset,terrace
,24,28805,,Calle de José Ortega y Gasset,terrace
,22,28805,,Calle de José Ortega y Gasset,terrace
,20,28805,,Calle de José Ortega y Gasset,terrace
,18,28805,,Calle de José Ortega y Gasset,terrace
,16,28805,,Calle de José Ortega y Gasset,terrace
,14,28805,,Calle de José Ortega y Gasset,terrace
,12,28805,,Calle de José Ortega y Gasset,terrace
,25,28805,,Calle José Varela,terrace
,27,28805,,Calle José Varela,terrace
,42,28805,,Calle Rosa Chacel,terrace
,40,28805,,Calle Rosa Chacel,terrace
,58,28805,,Calle Fermín Caballero,terrace
,61,28805,,Calle de José Ortega y Gasset,terrace
,59,28805,,Calle de José Ortega y Gasset,terrace
,57,28805,,Calle de José Ortega y Gasset,terrace
,55,28805,,Calle de José Ortega y Gasset,terrace
,53,28805,,Calle de José Ortega y Gasset,terrace
,51,28805,,Calle de José Ortega y Gasset,terrace
,49,28805,,Calle de José Ortega y Gasset,terrace
,47,28805,,Calle de José Ortega y Gasset,terrace
,45,28805,,Calle de José Ortega y Gasset,terrace
,43,28805,,Calle de José Ortega y Gasset,terrace
,41,28805,,Calle de José Ortega y Gasset,terrace
,39,28805,,Calle de José Ortega y Gasset,terrace
,44,28805,,Calle Rosa Chacel,terrace
,46,28805,,Calle Rosa Chacel,terrace
,32,28805,,Calle Fermín Caballero,terrace
,34,28805,,Calle Fermín Caballero,terrace
,36,28805,,Calle Fermín Caballero,terrace
,38,28805,,Calle Fermín Caballero,terrace
,40,28805,,Calle Fermín Caballero,terrace
,42,28805,,Calle Fermín Caballero,terrace
,44,28805,,Calle Fermín Caballero,terrace
,46,28805,,Calle Fermín Caballero,terrace
,50,28805,,Calle Fermín Caballero,terrace
,48,28805,,Calle Fermín Caballero,terrace
,52,28805,,Calle Fermín Caballero,terrace
,54,28805,,Calle Fermín Caballero,terrace
,56,28805,,Calle Fermín Caballero,terrace
,,,,Plaza Reina María Cristina,
,2,28805,,Calle María Moliner,terrace
,4,28805,,Calle María Moliner,terrace
,6,28805,,Calle María Moliner,terrace
,8,28805,,Calle María Moliner,terrace
,16,28805,,Calle María Moliner,terrace
,14,28805,,Calle María Moliner,terrace
,12,28805,,Calle María Moliner,terrace
,10,28805,,Calle María Moliner,terrace
,18,28805,,Calle María Moliner,terrace
,20,28805,,Calle María Moliner,terrace
,22,28805,,Calle María Moliner,terrace
,24,28805,,Calle María Moliner,terrace
,26,28805,,Calle María Moliner,terrace
,28,28805,,Calle María Moliner,terrace
,30,28805,,Calle María Moliner,terrace
,36,28805,,Calle María Moliner,terrace
,38,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle Josep Pla,terrace
,,28805,,Calle María Moliner,terrace
,63,28805,,Calle Josep Pla,terrace
,2,28806,,Calle Ramón María del Valle Inclán,terrace
,4,28806,,Calle Ramón María del Valle Inclán,terrace
,6,28806,,Calle Ramón María del Valle Inclán,terrace
,8,28806,,Calle Ramón María del Valle Inclán,terrace
,10,28806,,Calle Ramón María del Valle Inclán,terrace
,12,28806,,Calle Ramón María del Valle Inclán,terrace
,14,28806,,Calle Ramón María del Valle Inclán,terrace
,16,28806,,Calle Ramón María del Valle Inclán,terrace
,18,28806,,Calle Ramón María del Valle Inclán,terrace
,20,28806,,Calle Ramón María del Valle Inclán,terrace
,22,28806,,Calle Ramón María del Valle Inclán,terrace
,24,28806,,Calle Ramón María del Valle Inclán,terrace
,26,28806,,Calle Ramón María del Valle Inclán,terrace
,28,28806,,Calle Ramón María del Valle Inclán,terrace
,30,28806,,Calle Ramón María del Valle Inclán,terrace
,32,28806,,Calle Ramón María del Valle Inclán,terrace
,34,28806,,Calle Ramón María del Valle Inclán,terrace
,36,28806,,Calle Ramón María del Valle Inclán,terrace
,42,28806,,Calle Ramón María del Valle Inclán,terrace
,38,28806,,Calle Ramón María del Valle Inclán,terrace
,40,28806,,Calle Ramón María del Valle Inclán,terrace
,44,28806,,Calle Ramón María del Valle Inclán,terrace
,46,28806,,Calle Ramón María del Valle Inclán,terrace
,48,28806,,Calle Ramón María del Valle Inclán,terrace
,50,28806,,Calle Ramón María del Valle Inclán,terrace
,52,28806,,Calle Ramón María del Valle Inclán,terrace
,54,28806,,Calle Ramón María del Valle Inclán,terrace
,56,28806,,Calle Ramón María del Valle Inclán,terrace
,58,28806,,Calle Ramón María del Valle Inclán,terrace
,60,28806,,Calle Ramón María del Valle Inclán,terrace
,62,28806,,Calle Ramón María del Valle Inclán,terrace
,64,28806,,Calle Ramón María del Valle Inclán,terrace
,66,28806,,Calle Ramón María del Valle Inclán,terrace
,68,28806,,Calle Ramón María del Valle Inclán,terrace
,74,28806,,Calle Ramón María del Valle Inclán,terrace
,70,28806,,Calle Ramón María del Valle Inclán,terrace
,72,28806,,Calle Ramón María del Valle Inclán,terrace
,76,28806,,Calle Ramón María del Valle Inclán,terrace
,78,28806,,Calle Ramón María del Valle Inclán,terrace
,80,28806,,Calle Ramón María del Valle Inclán,terrace
,82,28806,,Calle Ramón María del Valle Inclán,terrace
,84,28806,,Calle Ramón María del Valle Inclán,terrace
,86,28806,,Calle Ramón María del Valle Inclán,terrace
,88,28806,,Calle Ramón María del Valle Inclán,terrace
,90,28806,,Calle Ramón María del Valle Inclán,terrace
,92,28806,,Calle Ramón María del Valle Inclán,terrace
,94,28806,,Calle Ramón María del Valle Inclán,terrace
,96,28806,,Calle Ramón María del Valle Inclán,terrace
,98,28806,,Calle Ramón María del Valle Inclán,terrace
,100,28806,,Calle Ramón María del Valle Inclán,terrace
,102,28806,,Calle Ramón María del Valle Inclán,terrace
,104,28806,,Calle Ramón María del Valle Inclán,terrace
,106,28806,,Calle Ramón María del Valle Inclán,terrace
,108,28806,,Calle Ramón María del Valle Inclán,terrace
,110,28806,,Calle Ramón María del Valle Inclán,terrace
,112,28806,,Calle Ramón María del Valle Inclán,terrace
,114,28806,,Calle Ramón María del Valle Inclán,terrace
,116,28806,,Calle Ramón María del Valle Inclán,terrace
,118,28806,,Calle Ramón María del Valle Inclán,terrace
,120,28806,,Calle Ramón María del Valle Inclán,terrace
,122,28806,,Calle Ramón María del Valle Inclán,terrace
,124,28806,,Calle Ramón María del Valle Inclán,terrace
,126,28806,,Calle Ramón María del Valle Inclán,terrace
,136,28806,,Calle Ramón María del Valle Inclán,terrace
,134,28806,,Calle Ramón María del Valle Inclán,terrace
,132,28806,,Calle Ramón María del Valle Inclán,terrace
,130,28806,,Calle Ramón María del Valle Inclán,terrace
,128,28806,,Calle Ramón María del Valle Inclán,terrace
,138,28806,,Calle Ramón María del Valle Inclán,terrace
,140,28806,,Calle Ramón María del Valle Inclán,terrace
,142,28806,,Calle Ramón María del Valle Inclán,terrace
,144,28806,,Calle Ramón María del Valle Inclán,terrace
,146,28806,,Calle Ramón María del Valle Inclán,terrace
,150,28806,,Calle Ramón María del Valle Inclán,terrace
,148,28806,,Calle Ramón María del Valle Inclán,terrace
,152,28806,,Calle Ramón María del Valle Inclán,terrace
,156,28806,,Calle Ramón María del Valle Inclán,terrace
,154,28806,,Calle Ramón María del Valle Inclán,terrace
,158,28806,,Calle Ramón María del Valle Inclán,terrace
,160,28806,,Calle Ramón María del Valle Inclán,terrace
,162,28806,,Calle Ramón María del Valle Inclán,terrace
,164,28806,,Calle Ramón María del Valle Inclán,terrace
,166,28806,,Calle Ramón María del Valle Inclán,terrace
,168,28806,,Calle Ramón María del Valle Inclán,terrace
,170,28806,,Calle Ramón María del Valle Inclán,terrace
,172,28806,,Calle Ramón María del Valle Inclán,terrace
,174,28806,,Calle Ramón María del Valle Inclán,terrace
,190,28806,,Calle Ramón María del Valle Inclán,terrace
,188,28806,,Calle Ramón María del Valle Inclán,terrace
,186,28806,,Calle Ramón María del Valle Inclán,terrace
,184,28806,,Calle Ramón María del Valle Inclán,terrace
,182,28806,,Calle Ramón María del Valle Inclán,terrace
,180,28806,,Calle Ramón María del Valle Inclán,terrace
,178,28806,,Calle Ramón María del Valle Inclán,terrace
,176,28806,,Calle Ramón María del Valle Inclán,terrace
,19,28806,,Calle Manuel Machado,terrace
,21,28806,,Calle Manuel Machado,terrace
,23,28806,,Calle Manuel Machado,terrace
,27,28806,,Calle Manuel Machado,terrace
,25,28806,,Calle Manuel Machado,terrace
,29,28806,,Calle Manuel Machado,terrace
,31,28806,,Calle Manuel Machado,terrace
,33,28806,,Calle Manuel Machado,terrace
,35,28806,,Calle Manuel Machado,terrace
,37,28806,,Calle Manuel Machado,terrace
,39,28806,,Calle Manuel Machado,terrace
,17,28806,,Calle Manuel Machado,terrace
,218,28806,,Calle Ramón María del Valle Inclán,terrace
,216,28806,,Calle Ramón María del Valle Inclán,terrace
,214,28806,,Calle Ramón María del Valle Inclán,terrace
,212,28806,,Calle Ramón María del Valle Inclán,terrace
,210,28806,,Calle Ramón María del Valle Inclán,terrace
,208,28806,,Calle Ramón María del Valle Inclán,terrace
,206,28806,,Calle Ramón María del Valle Inclán,terrace
,204,28806,,Calle Ramón María del Valle Inclán,terrace
,202,28806,,Calle Ramón María del Valle Inclán,terrace
,200,28806,,Calle Ramón María del Valle Inclán,terrace
,198,28806,,Calle Ramón María del Valle Inclán,terrace
,196,28806,,Calle Ramón María del Valle Inclán,terrace
,194,28806,,Calle Ramón María del Valle Inclán,terrace
,192,28806,,Calle Ramón María del Valle Inclán,terrace
,3,28801,,Calle de San Julián,residential
,5,,,Calle de San Julián,yes
Alcalá de Henares,,,,Carretera Alcalá a Pastrana,
,19,28804,,Calle Zamora,house
,29,28806,,Avenida Miguel de Unamuno,terrace
,32,28806,,Calle Augusto Roa Bastos,terrace
,30,28806,,Calle Augusto Roa Bastos,terrace
,26,28806,,Calle Augusto Roa Bastos,terrace
,28,28806,,Calle Augusto Roa Bastos,terrace
,18,28806,,Calle Augusto Roa Bastos,terrace
,20,28806,,Calle Augusto Roa Bastos,terrace
,22,28806,,Calle Augusto Roa Bastos,terrace
,24,28806,,Calle Augusto Roa Bastos,terrace
,16,28806,,Calle Augusto Roa Bastos,terrace
,14,28806,,Calle Augusto Roa Bastos,terrace
,12,28806,,Calle Augusto Roa Bastos,terrace
,10,28806,,Calle Augusto Roa Bastos,terrace
,8,28806,,Calle Augusto Roa Bastos,terrace
,6,28806,,Calle Augusto Roa Bastos,terrace
,6,28806,,Calle Camilo José Cela,terrace
,8,28806,,Calle Camilo José Cela,terrace
,10,,,Calle Camilo José Cela,terrace
,12,28806,,Calle Camilo José Cela,terrace
,14,28806,,Calle Camilo José Cela,terrace
,16,28806,,Calle Camilo José Cela,terrace
,18,28806,,Calle Camilo José Cela,terrace
,20,28806,,Calle Camilo José Cela,terrace
,22,28806,,Calle Camilo José Cela,terrace
,24,28806,,Calle Camilo José Cela,terrace
,26,28806,,Calle Camilo José Cela,terrace
,28,28806,,Calle Camilo José Cela,terrace
,30,28806,,Calle Camilo José Cela,terrace
,32,28806,,Calle Camilo José Cela,terrace
,34,28806,,Calle Camilo José Cela,terrace
,47,28806,,Calle Camilo José Cela,terrace
,45,28806,,Calle Camilo José Cela,terrace
,43,28806,,Calle Camilo José Cela,terrace
,35,28806,,Calle Camilo José Cela,terrace
,41,28806,,Calle Camilo José Cela,terrace
,39,28806,,Calle Camilo José Cela,terrace
,37,28806,,Calle Camilo José Cela,terrace
,33,28806,,Calle Camilo José Cela,terrace
,31,28806,,Calle Camilo José Cela,terrace
,29,28806,,Calle Camilo José Cela,terrace
,27,28806,,Calle Camilo José Cela,terrace
,25,28806,,Calle Camilo José Cela,terrace
,50,28806,,Calle Claudio Sánchez Albornoz,terrace
,48,28806,,Calle Claudio Sánchez Albornoz,terrace
,46,28806,,Calle Claudio Sánchez Albornoz,terrace
,44,28806,,Calle Claudio Sánchez Albornoz,terrace
,42,28806,,Calle Claudio Sánchez Albornoz,terrace
,40,28806,,Calle Claudio Sánchez Albornoz,terrace
,38,28806,,Calle Claudio Sánchez Albornoz,terrace
,36,28806,,Calle Claudio Sánchez Albornoz,terrace
,34,28806,,Calle Claudio Sánchez Albornoz,terrace
,32,28806,,Calle Claudio Sánchez Albornoz,terrace
,30,28806,,Calle Claudio Sánchez Albornoz,terrace
,28,28806,,Calle Claudio Sánchez Albornoz,terrace
,26,28806,,Calle Claudio Sánchez Albornoz,terrace
,12,28805,,Calle Vicente Lunardi,house
,13,28805,,Calle Vicente Lunardi,house
,,28805,,Calle Vicente Lunardi,
,76A,28805,,Calle Senda Perdida,semidetached_house
,74,28805,,Calle Senda Perdida,semidetached_house
,72,,,Calle Senda Perdida,semidetached_house
,70,28805,,Calle Senda Perdida,semidetached_house
,68,28805,,Calle Senda Perdida,semidetached_house
,66,28805,,Calle Senda Perdida,semidetached_house
,64,28805,,Calle Senda Perdida,semidetached_house
,62,28805,,Calle Senda Perdida,semidetached_house
,60,28805,,Calle Senda Perdida,semidetached_house
,58,28805,,Calle Senda Perdida,semidetached_house
,56,28805,,Calle Senda Perdida,semidetached_house
,54,28805,,Calle Senda Perdida,semidetached_house
,52,28805,,Calle Senda Perdida,semidetached_house
,48,28805,,Calle Senda Perdida,semidetached_house
,50,28805,,Calle Senda Perdida,semidetached_house
,40,28805,,Calle Senda Perdida,semidetached_house
,42,28805,,Calle Senda Perdida,semidetached_house
,44,28805,,Calle Senda Perdida,semidetached_house
,46,28805,,Calle Senda Perdida,semidetached_house
,38,28805,,Calle Senda Perdida,semidetached_house
,36,28805,,Calle Senda Perdida,semidetached_house
,34,28805,,Calle Senda Perdida,semidetached_house
,32,28805,,Calle Senda Perdida,semidetached_house
,30,28805,,Calle Senda Perdida,semidetached_house
,28,28805,,Calle Senda Perdida,semidetached_house
,26,28805,,Calle Senda Perdida,semidetached_house
,24,28805,,Calle Senda Perdida,semidetached_house
,18,28805,,Calle Senda Perdida,semidetached_house
,20,28805,,Calle Senda Perdida,semidetached_house
,22,28805,,Calle Senda Perdida,semidetached_house
,16,28805,,Calle Senda Perdida,semidetached_house
,14,28805,,Calle Senda Perdida,semidetached_house
,12,28805,,Calle Senda Perdida,semidetached_house
,68,28805,,Calle Senda Perdida,semidetached_house
,66,28805,,Calle Ávila,semidetached_house
,64,28805,,Calle Ávila,semidetached_house
,62,28805,,Calle Ávila,semidetached_house
,60,28805,,Calle Ávila,semidetached_house
,58,28805,,Calle Ávila,semidetached_house
,56,28805,,Calle Ávila,semidetached_house
,54,28805,,Calle Ávila,semidetached_house
,52,28805,,Calle Ávila,semidetached_house
,50,28805,,Calle Ávila,semidetached_house
,1,28805,,Calle García Morato,semidetached_house
,3,28805,,Calle García Morato,semidetached_house
,5,28805,,Calle García Morato,semidetached_house
,7,28805,,Calle García Morato,semidetached_house
,13,28805,,Calle García Morato,semidetached_house
,11,28805,,Calle García Morato,semidetached_house
,9,28805,,Calle García Morato,semidetached_house
,25,28805,,Calle García Morato,semidetached_house
,23,28805,,Calle García Morato,semidetached_house
,21,28805,,Calle García Morato,semidetached_house
,19,28805,,Calle García Morato,semidetached_house
,17,28805,,Calle García Morato,semidetached_house
,15,28805,,Calle García Morato,semidetached_house
,27,28805,,Calle García Morato,semidetached_house
,87,28805,,Calle Aviación Española,semidetached_house
,89,28805,,Calle Aviación Española,semidetached_house
,93,28805,,Calle Aviación Española,semidetached_house
,91,28805,,Calle Aviación Española,semidetached_house
,95,28805,,Calle Aviación Española,semidetached_house
,97,28805,,Calle Aviación Española,semidetached_house
,99,28805,,Calle Aviación Española,semidetached_house
,101,28805,,Calle Aviación Española,semidetached_house
,103,28805,,Calle Aviación Española,semidetached_house
,28,28805,,Calle García Lacalle,semidetached_house
,26,28805,,Calle García Lacalle,semidetached_house
,24,28805,,Calle García Lacalle,semidetached_house
,22,28805,,Calle García Lacalle,semidetached_house
,14,28805,,Calle García Lacalle,semidetached_house
,20,28805,,Calle García Lacalle,semidetached_house
,18,28805,,Calle García Lacalle,semidetached_house
,16,28805,,Calle García Lacalle,semidetached_house
,8,28805,,Calle García Lacalle,semidetached_house
,10,28805,,Calle García Lacalle,semidetached_house
,12,28805,,Calle García Lacalle,semidetached_house
,2,28805,,Calle García Lacalle,semidetached_house
,4,28805,,Calle García Lacalle,semidetached_house
,6,28805,,Calle García Lacalle,semidetached_house
,5,28805,,Calle Dirigible España,semidetached_house
,7,28805,,Calle Dirigible España,semidetached_house
,9,28805,,Calle Dirigible España,semidetached_house
,11,28805,,Calle Dirigible España,semidetached_house
,19,28805,,Calle General Herrera,semidetached_house
,17,28805,,Calle General Herrera,semidetached_house
,15,28805,,Calle General Herrera,semidetached_house
,13,28805,,Calle General Herrera,semidetached_house
,,28805,,Calle General Herrera,terrace
,,28805,,Calle General Herrera,terrace
,,28805,,Calle General Herrera,terrace
,9,28805,,Calle General Herrera,terrace
,5,28805,,Calle General Herrera,terrace
,3,28805,,Calle General Herrera,terrace
Alcalá de Henares,2,28806,,Calle María Zambrano,house
Alcalá de Henares,4,28806,,Calle María Zambrano,house
Alcalá de Henares,6,28806,,Calle María Zambrano,house
Alcalá de Henares,8,28806,,Calle María Zambrano,house
Alcalá de Henares,10,28806,,Calle María Zambrano,house
Alcalá de Henares,12,28806,,Calle María Zambrano,house
Alcalá de Henares,14,28806,,Calle María Zambrano,house
Alcalá de Henares,16,28806,,Calle María Zambrano,house
Alcalá de Henares,18,28806,,Calle María Zambrano,house
Alcalá de Henares,20,28806,,Calle María Zambrano,house
Alcalá de Henares,22,28806,,Calle María Zambrano,house
Alcalá de Henares,24,28806,,Calle María Zambrano,house
Alcalá de Henares,2,28806,,Calle José García Nieto,house
Alcalá de Henares,4,28806,,Calle José García Nieto,house
Alcalá de Henares,6,28806,,Calle José García Nieto,house
Alcalá de Henares,23,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,21,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,19,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,17,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,15,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,13,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,11,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,9,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,7,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,5,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,3,28806,,Calle Ernesto Sábato,house
Alcalá de Henares,1,28806,,Calle Ernesto Sábato,house
,4,28806,,Calle José María Pemán,semidetached_house
,4A,28806,,Calle José María Pemán,semidetached_house
,4C,28806,,Calle José María Pemán,semidetached_house
,4B,28806,,Calle José María Pemán,semidetached_house
,3H,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,3G,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,,28806,,Calle Ramón María del Valle Inclán,semidetached_house
,86,28801,,Calle Mayor,house
,80,28801,,Calle Mayor,house
,72,28801,,Calle Mayor,house
,4,28801,,Plaza del Padre Lecanda,yes
,22,28801,,Plaza de Cervantes,residential
,7,,,Calle Miguel Ángel,apartments
,5,,,Calle Miguel Ángel,apartments
,3,,,Calle Miguel Ángel,apartments
,1,,,Calle Miguel Ángel,apartments
,3,,,Calle El Greco,apartments
,1,,,Calle El Greco,apartments
,4,,,Calle El Greco,apartments
,2,,,Calle El Greco,apartments
,4,,,Calle Miguel Ángel,apartments
,6,,,Calle Miguel Ángel,apartments
,52,28801,,Calle Mayor,house
,4,28801,,Calle Nueva,yes
,107,28801,,Calle Mayor,apartments
,105,28801,,Calle Mayor,house
,91A,28801,,Calle Mayor,house
,89B,28801,,Calle Mayor,house
,87A,28801,,Calle Mayor,
,85,28801,,Calle Mayor,house
,87I,28801,,Calle Mayor,house
,81,28801,,Calle Mayor,house
,77,28801,,Calle Mayor,house
,75,28801,,Calle Mayor,house
,2,28801,,Calle de los Escritorios,yes
,16,28801,,Calle de Carmen Calzado,residential
,33,28801,,Calle Mayor,house
,4,28801,,Calle de Carmen Calzado,residential
,4,28801,,Plaza del Padre Lecanda,yes
,36,28801,,Calle Mayor,house
,24A,28801,,Calle Mayor,house
,7,28801,,Calle San Diego de Alcalá,yes
,57,28804,,Avenida Virgen del Val,residential
,1,28804,,Plaza de Pedro Blas,residential
,2,28804,,Plaza de Pedro Blas,residential
,59,28804,,Avenida Virgen del Val,residential
,61,28804,,Avenida Virgen del Val,residential
,63,28804,,Avenida Virgen del Val,residential
,6,28801,,Calle de Libreros,yes
,4,28801,,Calle de Libreros,yes
,13,,,Calle de Argentina,yes
,11,,,Calle de Argentina,yes
,8,28804,,Calle Zaragoza,residential
,,,,Calle Zaragoza,
,55,28804,,Avenida Virgen del Val,residential
Alcalá de Henares,27,28806,,Calle María Zambrano,house
Alcalá de Henares,25,28806,,Calle María Zambrano,house
Alcalá de Henares,23,28806,,Calle María Zambrano,house
Alcalá de Henares,21,28806,,Calle María Zambrano,house
Alcalá de Henares,19,28806,,Calle María Zambrano,house
Alcalá de Henares,17,28806,,Calle María Zambrano,house
Alcalá de Henares,15,28806,,Calle María Zambrano,house
Alcalá de Henares,13,28806,,Calle María Zambrano,house
Alcalá de Henares,11,28806,,Calle María Zambrano,house
Alcalá de Henares,9,28806,,Calle María Zambrano,house
Alcalá de Henares,7,28806,,Calle María Zambrano,house
Alcalá de Henares,5,28806,,Calle María Zambrano,house
Alcalá de Henares,3,28806,,Calle María Zambrano,house
Alcalá de Henares,1,28806,,Calle María Zambrano,house
Alcalá de Henares,1,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,3,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,5,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,7,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,9,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,11,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,13,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,15,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,17,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,19,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,21,28806,,Calle de Gonzalo Torrente Ballester,house
Alcalá de Henares,14,28805,,Avenida Punto ES,industrial
,10,28805,,Avenida Punto ES,
Alcalá de Henares,10,28805,,Avenida Punto ES,industrial
,,28805,,Calle Punto Net,
,,28805,,Calle Punto Net,
,,28805,,Calle Punto Net,
,,28805,,Calle Punto Net,
,,28805,,Calle Punto Net,
Alcalá de Henares,13,28806,,Calle Jorge Guillén,shed
Alcalá de Henares,"km 4,5",28805,,Carretera Alcalá Meco,
Alcalá de Henares,km 5,28805,,Carretera Alcalá Meco,
,,,,Carretera N-II Km. 26,
,44,28801,,Calle de Libreros,yes
,3,28801,,Calle de Libreros,apartments
,46,28801,,Calle de Santiago,apartments
,8,28801,,Calle Nueva,apartments
,10,28801,,Calle Nueva,yes
,32,28801,,Calle de Libreros,apartments
,42,28801,,Calle de Libreros,apartments
,7,28801,,Calle Colegios,
,12,28801,,Calle Divino Figueroa,residential
,8,28801,,Calle Divino Figueroa,yes
,6,28801,,Calle Divino Figueroa,yes
,37,28801,,Calle de Santiago,
,6,28801,,Calle de Ramón y Cajal,yes
Alcalá de Henares,,28804,,Calle Zaragoza,residential
,17,28801,,Calle del Cardenal Cisneros,apartments
,17B,28801,,Calle del Cardenal Cisneros,yes
,9,28801,,Calle del Cardenal Cisneros,yes
,3,28801,,Calle del Cardenal Cisneros,yes
,49,28802,,Avenida de Nuestra Señora de Belén,residential
,51,28802,,Avenida de Nuestra Señora de Belén,residential
,17,28802,,Calle de Ponce de León,residential
Alcalá de Henares,3,28806,,Calle Rafael Alberti,house
Alcalá de Henares,16,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,18,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,20,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,26,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,24,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,22,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,28,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,30,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,32,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,38,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,36,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,34,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,40,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,42,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,54,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,52,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,50,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,48,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,46,28806,,Calle Bertolt Brecht,house
Alcalá de Henares,44,28806,,Calle Bertolt Brecht,house
