addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building
,5,28800,,Calle de Giner de los Ríos,
,29,28804,,Avenida de Castilla,
,1,,,Calle Santander,
Alcalá de Henares,1,28804,,Avenida de Valladolid,
Alcalá de Henares,,28804,,Avenida de Valladolid,school
,,28804,,Calle de Ávila,
Alcalá de Henares,12,28804,,Avenida de Castilla,yes
,2,28804,,Calle Córdoba,school
,2,28804,,Calle Córdoba,
,13,28805,,Calle Luis de Madrona,school
,,28805,,Calle Luis de Madrona,yes
,7,28806,,Calle Pío Baroja,
,2,28806,,Calle Padre Llanos,
,29,28806,,Torrelaguna,
,1,28806,,Calle Torres de la Alameda,
,1,,,Calle Torres de la Alameda,school
,1,28806,,Calle Alejo Carpentier,school
,1,28806,,Calle de Loeches,
,34,,,Calle Dámaso Alonso,school
,1,28803,,Calle Río Guadarrama,
Alcalá de Henares,,28803,,Calle Río Guadarrama,school
,5,28806,,Calle de Arturo Soria,
,6,28802,,Avenida de Nuestra Señora de Belén,
alcala de henares,31,28802,,Calle de Núñez de Guzmán,school
,5,28803,,Calle Río Guadarrama,
,34,,,Avenida de Nuestra Señora de Belén,yes
,16,,,Avenida de Juan Carlos I,yes
Alcalá de Henares,8,28806,,Calle Pedro I,apartments
Alcalá de Henares,30,28807,,Calle Daoíz y Velarde,
Alcalá de Henares,1-5,28803,,Juan Guerra,apartments
,,28805,,Calle Villamalea,yes
Alcalá de Henares,1,28805,,Calle de Jadraque,
Alcalá de Henares,2,28802,,Paseo de Aguadores,public
,,,,Calle de San Cirilo,
,29,28801,,Calle de Santiago,
Alcalá de Henares,7,28801,,Calle Cervantes,yes
Alcalá de Henares,1,28801,,Calle de los Mínimos,yes
,4,28801,,Calle de los Escritorios,school
Alcalá de Henares,10,28807,,Paseo de la Estación,yes
Alcalá de Henares,12,28804,,Avenida Lope de Figueroa,residential
Alcalá de Henares,10,28804,,Avenida Lope de Figueroa,residential
Alcalá de Henares,16,28804,,Calle Salamanca,residential
Alcalá de Henares,14,28804,,Calle Salamanca,residential
,27,,,Avenida de Castilla,public
,,,,Plaza de Navarra,residential
Alcalá de Henares,5,28804,,Calle de Sigüenza,residential
Alcalá de Henares,7,28804,,Calle de Sigüenza,residential
Alcalá de Henares,,28804,,Calle de Sigüenza,residential
Alcalá de Henares,10,28804,,Calle Santander,residential
Alcalá de Henares,6,28804,,Calle Santander,residential
Alcalá de Henares,1,28804,,Calle de Sigüenza,yes
Alcalá de Henares,2,28804,,Calle Santander,residential
Alcalá de Henares,,28804,,Calle de Sigüenza,yes
,,28804,,Calle Zaragoza,residential
Alcalá de Henares,,28804,,Calle Zaragoza,residential
,20,28805,,Calle Camino de la Esgaravita,residential
,1,28805,,Calle Pontevedra,residential
,3,28805,,Calle Pontevedra,residential
,5,28805,,Calle Pontevedra,residential
,,,,Calle Gil de Andrade,residential
,16,,,San Vidal,residential
Alcalá de Henares,8,28801,,Plaza de San Diego,hotel
,11,28804,,Avenida Lope de Figueroa,residential
,1,28804,,Avenida Lope de Figueroa,residential
,23,28804,,Paseo de la Alameda,residential
,7,28804,,Avenida Lope de Figueroa,residential
,5,28804,,Avenida Lope de Figueroa,residential
,13,28804,,Avenida Lope de Figueroa,residential
,2,28804,,Calle de Santa Mónica,residential
,8,28804,,Calle de Santa Mónica,residential
,4,28804,,Calle de Santa Mónica,residential
,19,28804,,Avenida Lope de Figueroa,residential
,25,28804,,Avenida Lope de Figueroa,residential
,27,28804,,Avenida Lope de Figueroa,residential
,17,28804,,Avenida Lope de Figueroa,residential
,24,28804,,Paseo de la Alameda,residential
Alcalá de Henares,,28801,,Plaza de Cervantes,yes
,9,28801,,Calle Colegios,chapel
,25,28801,,Calle de Libreros,yes
Alcalá de Henares,1,28804,,Avenida Virgen del Val,yes
Alcalá de Henares,3,28804,,Avenida Virgen del Val,yes
Alcalá de Henares,5,28804,,Avenida Virgen del Val,yes
Alcalá de Henares,7,28804,,Avenida Virgen del Val,yes
Alcalá de Henares,9,28804,,Avenida Virgen del Val,yes
,32,28803,,Calle Gardenia,residential
,,,,Calle Gardenia,residential
,,,,San Vidal,residential
,,,,Calle Gardenia,residential
Alcalá de Henares,9,28801,,Plaza de Cervantes,yes
,1,28801,,Calle Carmen Descalzo,residential
,1,28801,,Calle Francisco Díaz,residential
Alcalá de Henares,23B,28802,,Avenida de los Reyes Católicos,commercial
Alcalá de Henares,23,28802,,Avenida de los Reyes Católicos,commercial
,9,28802,,Avenida de los Reyes Católicos,public_building
,2,,,Calle Miguel Ángel,apartments
,5,,,Calle El Greco,residential
,6,,,Calle El Greco,apartments
,1,,,Calle San Ildefonso,apartments
,87,28801,,Calle Mayor,house
,12B,28803,,Calle de Nuestra Señora del Pilar,yes
,31,28803,,Calle Gardenia,terrace
,33,28803,,Calle Gardenia,terrace
,35,28803,,Calle Gardenia,terrace
,37,28803,,Calle Gardenia,terrace
,39,28803,,Calle Gardenia,terrace
,41,28803,,Calle Gardenia,terrace
,43,28803,,Calle Gardenia,terrace
,61,28803,,Calle Gardenia,terrace
,45,28803,,Calle Gardenia,terrace
,47,28803,,Calle Gardenia,terrace
,59,28803,,Calle Gardenia,terrace
,49,28803,,Calle Gardenia,terrace
,51,28803,,Calle Gardenia,terrace
,53,28803,,Calle Gardenia,terrace
,55,28803,,Calle Gardenia,terrace
,57,28803,,Calle Gardenia,terrace
,50,,,Ronda Fiscal,commercial
,23,28801,,Calle de la Era Honda,residential
,19,28801,,Calle de la Era Honda,residential
,2,28803,,Calle Begonia,terrace
,4,28803,,Calle Begonia,terrace
,6,28803,,Calle Begonia,terrace
,8,28803,,Calle Begonia,terrace
,10,28803,,Calle Begonia,terrace
,32,28803,,Calle Begonia,terrace
,12,28803,,Calle Begonia,terrace
,30,28803,,Calle Begonia,terrace
,14,28803,,Calle Begonia,terrace
,16,28803,,Calle Begonia,terrace
,18,28803,,Calle Begonia,terrace
,22,28803,,Calle Begonia,terrace
,20,28803,,Calle Begonia,terrace
,28,28803,,Calle Begonia,terrace
,24,28803,,Calle Begonia,terrace
,26,28803,,Calle Begonia,terrace
,22,,,Calle de la Era Honda,residential
,20,28802,,Calle de la Era Honda,residential
,16,28802,,Calle de la Era Honda,residential
,18B,28802,,Calle de la Era Honda,residential
,18,28802,,Calle de la Era Honda,residential
,4,,,Calle de la Era Honda,residential
,6,28802,,Calle de la Era Honda,residential
,47,28802,,Avenida de Nuestra Señora de Belén,residential
,4,28801,,Calle Beatas,residential
,10,28801,,Calle del Nardo,residential
,5,28801,,Calle de la Era Honda,residential
,7,28801,,Calle de la Era Honda,residential
,17,28801,,Calle de la Era Honda,residential
,15,28801,,Calle de la Era Honda,residential
,13,28801,,Calle de la Era Honda,residential
,11,28801,,Calle de la Era Honda,residential
,"1,3",,,Calle Bolarque,residential
,"2,4",,,Calle Buendía,residential
,"6,8",,,Calle Buendía,residential
,"1,3",,,Calle Buendía,residential
,"5,7",,,Calle Buendía,residential
,92,28801,,Calle Mayor,house
,12,28801,,Calle de los Escritorios,residential
,76,28801,,Calle Mayor,house
,74,28801,,Calle Mayor,house
,70,28801,,Calle Mayor,house
,66,28801,,Calle Mayor,house
,68,28801,,Calle Mayor,house
,"1,3,5",,,Calle Río Alagón,apartments
,13,28804,,Paseo de la Alameda,residential
,15,28804,,Paseo del Val,residential
Alcalá de Henares,6,28804,,Calle de Felipe II,residential
,24,28804,,Calle Ávila,yes
,6,28801,,Calle Nueva,residential
,6,28801,,Calle de Santiago,residential
,13,,,Calle de Santo Tomás de Aquino,residential
,15,,,Calle de Santo Tomás de Aquino,residential
,37,,,Calle de Santo Tomás de Aquino,residential
,49,,,Calle de Santo Tomás de Aquino,residential
,51,,,Calle de Santo Tomás de Aquino,residential
,14,28805,,Avenida Don Juan de Austria,residential
,6,,,Avenida Don Juan de Austria,residential
,4,28805,,Calle Hita,hotel
,,,,Autovía del Nordeste,yes
Alcalá de Henares,,,,Autovía del Nordeste,yes
,,,,Carretera de Meco,yes
Alcalá de Henares,2,28805,,Calle Hita,yes
Alcalá de Henares,,28806,,Calle Alejo Carpentier,
Alcalá de Henares,27,28806,,Alejo Carpentier,school
Alcalá de Henares,27,28806,,Alejo Carpentier,school
Alcalá de Henares,,28806,,Calle Alejo Carpentier,school
,,28802,,Calle Bosnia y Herzegovina,yes
,32,,,Avenida de Madrid,commercial
,34,28802,,Avenida de Madrid,yes
,1,28802,,Calle de Noruega,industrial
,,,,Camino del Cementerio,industrial
,,,,Calle Salamanca,residential
Alcalá de Henares,,28804,,Avenida de Castilla,residential
,3,28804,,Plaza de Pedro Blas,residential
,65,28804,,Avenida Virgen del Val,residential
,18,,,Calle de Galileo Galilei,industrial
Alcalá de Henares,4,28805,,Calle Punto Net,office
Alcalá de Henares,26,28806,,Calle Francisco Ayala,house
Alcalá de Henares,57,28806,,Calle María Zambrano,house
Alcalá de Henares,,28806,,Calle Francisco Ayala,house
Alcalá de Henares,130,,,Calle Octavio Paz,terrace
Alcalá de Henares,24,,,Calle María Casares,terrace
Alcalá de Henares,27,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,121,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,64,,,Calle Octavio Paz,yes
Alcalá de Henares,100,,,Calle Octavio Paz,yes
Alcalá de Henares,102,,,Calle Octavio Paz,yes
Alcalá de Henares,104,,,Calle Octavio Paz,yes
Alcalá de Henares,106,,,Calle Octavio Paz,yes
Alcalá de Henares,108,,,Calle Octavio Paz,yes
Alcalá de Henares,110,,,Calle Octavio Paz,yes
Alcalá de Henares,112,,,Calle Octavio Paz,yes
Alcalá de Henares,114,,,Calle Octavio Paz,yes
Alcalá de Henares,116,,,Calle Octavio Paz,yes
Alcalá de Henares,118,,,Calle Octavio Paz,yes
Alcalá de Henares,120,,,Calle Octavio Paz,yes
Alcalá de Henares,122,,,Calle Octavio Paz,yes
Alcalá de Henares,124,,,Calle Octavio Paz,yes
Alcalá de Henares,126,,,Calle Octavio Paz,yes
Alcalá de Henares,128,,,Calle Octavio Paz,yes
Alcalá de Henares,90,,,Calle Octavio Paz,yes
Alcalá de Henares,92,,,Calle Octavio Paz,yes
Alcalá de Henares,94,,,Calle Octavio Paz,yes
Alcalá de Henares,96,,,Calle Octavio Paz,yes
Alcalá de Henares,98,,,Calle Octavio Paz,yes
Alcalá de Henares,1,,,Calle María Casares,terrace
Alcalá de Henares,10,,,Calle María Casares,terrace
Alcalá de Henares,103,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,105,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,107,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,109,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,11,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,11,,,Calle María Casares,terrace
Alcalá de Henares,111,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,113,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,115,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,117,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,119,,,Calle Miguel Ángel Asturias,yes
Alcalá de Henares,12,,,Calle María Casares,terrace
Alcalá de Henares,13,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,13,,,Calle María Casares,terrace
Alcalá de Henares,14,,,Calle María Casares,terrace
Alcalá de Henares,15,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,15,,,Calle María Casares,terrace
Alcalá de Henares,16,,,Calle María Casares,terrace
Alcalá de Henares,17,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,17,,,Calle María Casares,terrace
Alcalá de Henares,18,,,Calle María Casares,terrace
Alcalá de Henares,19,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,19,,,Calle María Casares,terrace
Alcalá de Henares,2,,,Calle María Casares,yes
Alcalá de Henares,20,,,Calle María Casares,terrace
Alcalá de Henares,21,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,21,,,Calle María Casares,terrace
Alcalá de Henares,22,,,Calle María Casares,terrace
Alcalá de Henares,23,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,23,,,Calle María Casares,terrace
Alcalá de Henares,25,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,25,,,Calle María Casares,terrace
Alcalá de Henares,26,,,Calle María Casares,yes
Alcalá de Henares,27,,,Calle María Casares,terrace
Alcalá de Henares,28,,,Calle María Casares,yes
Alcalá de Henares,29,,,Calle María Casares,terrace
Alcalá de Henares,3,,,Calle María Casares,terrace
Alcalá de Henares,30,,,Calle María Casares,yes
Alcalá de Henares,31,,,Calle María Casares,terrace
Alcalá de Henares,32,,,Calle María Casares,yes
Alcalá de Henares,34,,,Calle María Casares,yes
Alcalá de Henares,36,,,Calle María Casares,yes
Alcalá de Henares,4,,,Calle María Casares,yes
Alcalá de Henares,5,,,Calle María Casares,terrace
Alcalá de Henares,6,,,Calle María Casares,yes
Alcalá de Henares,7,,,Calle María Casares,terrace
Alcalá de Henares,8,,,Calle María Casares,terrace
Alcalá de Henares,9,,,Calle Antonio Buero Vallejo,terrace
Alcalá de Henares,9,,,Calle María Casares,terrace
Alcalá de Henares,67,28804,,Avenida Virgen del Val,yes
,101,28801,,Calle Mayor,house
,99,28801,,Calle Mayor,house
,93,28801,,Calle Mayor,house
,91,28801,,Calle Mayor,house
,83,28801,,Calle Mayor,residential
,79,28801,,Calle Mayor,apartments
,71,28801,,Calle Mayor,house
,56,28801,,Calle Mayor,house
,54,28801,,Calle Mayor,house
Alcalá de Henares,12,,,Calle de Santiago,yes
,20,28801,,Calle de Carmen Calzado,house
Alcalá de Henares,3,28801,,Calle del Cardenal Sandoval,yes
,3,28801,,Calle San Felipe Neri,residential
,3B,28801,,Calle de San Juan,yes
,19,,,Calle Gallegos,residential
,1,28801,,Calle del Cardenal Cisneros,yes
,59,28801,,Calle Mayor,house
,5,28801,,Plaza del Padre Lecanda,yes
,3,28801,,Plaza del Padre Lecanda,yes
,5,28801,,Calle Nueva,yes
,3,28801,,Calle Nueva,yes
,9,28801,,Calle San Felipe Neri,yes
,7B,28801,,Calle San Felipe Neri,yes
,5,28801,,Calle San Felipe Neri,yes
,7,,,Calle de la Laguna,yes
,44,28801,,Calle Mayor,house
,42,28801,,Calle Mayor,house
,34,28801,,Calle Mayor,house
,32,28801,,Calle Mayor,house
,30,28801,,Calle Mayor,house
,28,28801,,Calle Mayor,house
Alcalá de Henares,26,28801,,Calle Mayor,house
,8,28806,,Calle de Rumanía,industrial
,5,28806,,Calle de Rumanía,industrial
,4,28806,,Calle de Rumanía,industrial
,6,28806,,Calle de Rumanía,industrial
Alcalá de Henares,3,28802,,Calle Antonio Mingote,yes
Alcalá de Henares,22,28801,,Calle Mayor,house
Alcalá de Henares,20,28801,,Calle Mayor,house
Alcalá de Henares,1,28801,,Calle Cervantes,residential
Alcalá de Henares,1B,28801,,Calle Cervantes,residential
,51,28801,,Calle Mayor,house
,15,28801,,Calle Cerrajeros,yes
,13,28801,,Plaza de Cervantes,yes
,16,28801,,Plaza de Cervantes,yes
,19,28801,,Plaza de Cervantes,residential
,21,28801,,Plaza de Cervantes,residential
,23,28801,,Plaza de Cervantes,residential
,24,28801,,Plaza de Cervantes,residential
,26,28801,,Plaza de Cervantes,residential
Alcalá de Henares,5,28801,,Calle Mayor,house
,25,28801,,Plaza de Cervantes,apartments
,20,28801,,Plaza de Cervantes,residential
,5,28801,,Calle de Ramón y Cajal,residential
,29,28801,,Calle Mayor,house
,27,28801,,Calle Mayor,house
,25,28801,,Calle Mayor,house
,35,28801,,Calle Mayor,house
,31,28801,,Calle Mayor,house
,4,28801,,Calle de Ramón y Cajal,apartments
,1,28801,,Calle de Carmen Calzado,yes
Alcalá de Henares,19,28801,,Calle Mayor,house
Alcalá de Henares,17,28801,,Calle Mayor,house
Alcalá de Henares,15,28801,,Calle Mayor,house
Alcalá de Henares,13,28801,,Calle Mayor,house
Alcalá de Henares,11,28801,,Calle Mayor,house
,"8,10",28801,,Calle de Ramón y Cajal,yes
,14,28801,,Calle Cerrajeros,yes
,3,28801,,Calle de Carmen Calzado,yes
,5,28801,,Calle de Carmen Calzado,yes
,20,28801,,Calle Cerrajeros,yes
,18,28801,,Calle Cerrajeros,apartments
,7,28801,,Calle de Carmen Calzado,yes
,9,28801,,Calle de Carmen Calzado,yes
,11,28801,,Calle de Carmen Calzado,yes
,4,28801,,Calle Cervantes,apartments
Alcalá de Henares,28,,,Calle de Santiago,yes
Alcalá de Henares,30,,,Calle de Santiago,yes
,32,28801,,Calle de Santiago,yes
Alcalá de Henares,4,28801,,Calle Mayor,apartments
,2,28801,,Calle Mayor,apartments
,27,28801,,Plaza de Cervantes,apartments
,28,28801,,Plaza de Cervantes,apartments
,31,28801,,Plaza de Cervantes,apartments
,1,28801,,Calle de Libreros,apartments
,3,28801,,Calle del Tinte,apartments
,"1,2",28801,,Plaza de Cervantes,yes
,2,28801,,Calle de Libreros,yes
,8,,,Calle de Libreros,yes
,4,28801,,Calle Bedel,yes
,5,28801,,Calle Bedel,yes
,3,28801,,Calle Bedel,yes
,13,28801,,Calle de Libreros,apartments
,15,28801,,Calle de Libreros,apartments
,47,28801,,Calle de Santiago,yes
,11,28801,,Calle del Tinte,yes
,43,28801,,Calle de Santiago,yes
,41,28801,,Calle de Santiago,yes
,39,28801,,Calle de Santiago,yes
,46,,,Calle de Libreros,yes
,30,28801,,Calle de Libreros,apartments
,34,28801,,Calle de Libreros,apartments
,40,28801,,Calle de Libreros,yes
,5,28801,,Calle San Diego de Alcalá,yes
,1,28801,,Calle San Diego de Alcalá,yes
,17,28801,,Calle de Santiago,house
,23,28801,,Calle de Santiago,house
,27,28801,,Calle de Santiago,house
,10,28801,,Calle Divino Figueroa,yes
Alcalá de Henares,4,,,Calle de las Siete Esquinas,apartments
,43,28803,,Calle de Portilla,house
,45B,28803,,Calle de Portilla,house
,36,28803,,Ronda de la Pescadería,house
,36A,28803,,Ronda de la Pescadería,house
,38,28803,,Ronda de la Pescadería,house
,34,28803,,Ronda de la Pescadería,house
,32,,,Ronda de la Pescadería,house
,36B,28803,,Ronda de la Pescadería,house
Alcalá de Henares,6,,,Calle de las Siete Esquinas,yes
,12,,,Calle de las Siete Esquinas,yes
Alcalá de Henares,8,,,Calle de las Siete Esquinas,yes
,10,,,Calle de las Siete Esquinas,yes
Alcalá de Henares,1,,,Calle de las Siete Esquinas,yes
,9,,,Calle de la Laguna,house
,,,,Calle de Santo Tomás de Aquino,yes
,"1,3,5,7,9",,,Calle Quevedo,apartments
,2,,,Calle de la Laguna,house
,6,28807,,Calle Muelle,house
Alcalá de Henares,12,28805,,Calle Luis de Medina,
Alcalá de Henares,313,28805,,Calle de Chinchón,industrial
,,,,Calle Ávila,roof
Alcalá de Henares,,28805,,Calle Villaconejos,yes
,19,28805,,Calle Villaconejos,industrial
Alcalá de Henares,133,28805,,Vía Complutense,yes
Alcalá de Henares,105,28805,,Vía Complutense,yes
,109,28805,,Calle Valdemorillo,industrial
Alcalá de Henares,8,28805,,Calle Valdemorillo,yes
,,28805,,Vía Complutense,yes
,,28805,,Calle Braulio Vivas,residential
,,,,Calle Camino de la Esgaravita,residential
,,,,Calle Braulio Vivas,residential
,,28805,,Calle José Chacón,residential
,7,,,Avenida de Guadalajara,yes
,9,,,Avenida de Guadalajara,yes
,11,,,Avenida de Guadalajara,yes
,19,,,Avenida de Guadalajara,yes
,17,,,Avenida de Guadalajara,yes
,48,,,Vía Complutense,yes
,15,,,Avenida de Guadalajara,yes
,50,,,Vía Complutense,yes
,13,,,Avenida de Guadalajara,yes
,2,28805,,Avenida de Guadalajara,yes
,,28805,,Calle Virgen de Loreto,
Alcalá de Henares,,28805,,Calle Barberán y Collar,school
,,28805,,Calle Barberán y Collar,residential
,,28805,,Vía Complutense,industrial
Alcalá de Henares,10,28805,,Avenida Punto ES,industrial
,142,28805,,Vía Complutense,industrial
Alcalá de Henares,1,28805,,Calle Ceuta,industrial
,4,28806,,Calle Haití,industrial
,6,28806,,Calle Haití,industrial
,3,28806,,Calle Haití,industrial
,7,,,Calle Jamaica,industrial
,9,,,Calle Jamaica,industrial
,2-4,,,Calle Fray Juan Gil,apartments
,6-8,,,Calle Fray Juan Gil,apartments
,4,28804,,Avenida Don Juan de Austria,residential
,27B,,,Avenida Lope de Figueroa,yes
,29,,,Avenida de Guadalajara,roof
,23,,,Avenida de Guadalajara,yes
,21,,,Avenida de Guadalajara,yes
,25,,,Avenida de Guadalajara,yes
,27,,,Avenida de Guadalajara,yes
,11,28804,,Calle Marqués de Alonso Martínez,residential
,9,28804,,Calle Marqués de Alonso Martínez,residential
,2,28804,,Calle Batalla de Lepanto,residential
,2,28806,,Calle del Divino Vallés,yes
,,28804,,Calle Toledo,residential
,,28805,,Camino de los Afligidos,yes
Alcalá de Henares,,28805,,Vía Complutense,yes
Alcalá de Henares,37,28805,,Calle Milán,industrial
,101A,,,Vía Complutense,industrial
Alcalá de Henares,46,28802,,Avenida de Madrid,industrial
,4,,,Calle de Villalbilla,apartments
,2,,,Calle Algete,apartments
,2-4,,,Plaza San Ignacio de Loyola,apartments
,2-10,,,Calle Valdeavero,apartments
,2-10,,,Calle Ribatejada,apartments
,12,,,Calle Ribatejada,apartments
,2-4,,,Calle Alalpardo,apartments
,6-8,,,Calle Algete,apartments
,10-12,,,Calle Alalpardo,apartments
,10-12,,,Calle Alalpardo,apartments
,12-14,,,Calle Valdeavero,apartments
,8,,,Calle Alcor,apartments
,8,,,Calle Alcor,apartments
,3,,,Calle Fresno del Torote,apartments
,1,,,Calle Fresno del Torote,apartments
,2,,,Calle Mejorada del Campo,apartments
Alcalá de Henares,6,28805,,Camino de los Afligidos,industrial
Alcalá de Henares,28B,28805,,Calle Melilla,industrial
,,28805,,Calle Barberán y Collar,residential
,,28805,,Calle Barberán y Collar,residential
,,28805,,Calle Barberán y Collar,residential
,7,28805,,Calle Virgen de Loreto,residential
,5,28805,,Calle Virgen de Loreto,residential
,3,28805,,Calle Virgen de Loreto,residential
,1,28805,,Calle Virgen de Loreto,residential
,4,28805,,Calle Virgen de Loreto,residential
,6,28805,,Calle Virgen de Loreto,residential
,8,28805,,Calle Virgen de Loreto,residential
,1,28805,,Calle Barberán y Collar,yes
,2,28805,,Calle Virgen de Loreto,residential
,,,,Calle Juan de Borgoña,yes
,6,28806,,Avenida de la Alcarria,yes
,17,28806,,Calle Carabaña,apartments
,16,28801,,Calle Divino Figueroa,residential
,14,28801,,Calle Divino Figueroa,residential
,7,,,Calle Talamanca,apartments
,,28804,,Calle Gil de Andrade,residential
,1,28805,,Plaza Carlos I,yes
,9,28804,,Plaza de Carlos I,residential
,7,28804,,Calle Diego de Urbina,yes
,9,28804,,Calle Diego de Urbina,yes
,11,28804,,Calle Diego de Urbina,yes
,13,28804,,Calle Diego de Urbina,residential
,15,28804,,Calle Diego de Urbina,residential
,3,28805,,Calle Juan de Cardona,residential
,1,28805,,Calle Juan de Cardona,residential
Alcalá de Henares,1,28805,,Calle Juan de Borgoña,yes
,10,28806,,Avenida de las Pasionistas,
,9,,,Calle Nuevo Baztán,apartments
Alcalá de Henares,12,28806,,Avenida de los Reyes Magos,hospital
